date,truck_id,driver_id,origin,destination,miles,fuel_gallons,fuel_cost,revenue,load_weight,hours_driven,maintenance_cost
2024-12-04,TRUCK-013,DRIVER-015,New York,Miami,241.0,34.14,128.25,412.11,27465,4.4,0.0
2024-12-05,TRUCK-018,DRIVER-030,Chicago,New York,385.7,56.85,208.81,653.94,20106,7.4,0.0
2024-12-06,TRUCK-009,DRIVER-004,New York,Denver,261.9,37.75,134.5,475.04,28605,5.1,0.0
2024-12-06,TRUCK-014,DRIVER-001,New York,Seattle,187.9,25.94,96.41,388.28,25426,2.6,0.0
2024-12-07,TRUCK-015,DRIVER-019,New York,New York,329.0,50.33,198.52,612.32,22712,5.8,0.0
2024-12-08,TRUCK-019,DRIVER-022,Miami,Houston,350.9,83.42,281.89,763.84,17408,6.5,0.0
2024-12-09,TRUCK-002,DRIVER-005,Houston,Seattle,261.8,36.08,128.57,526.72,22074,6.1,0.0
2024-12-09,TRUCK-004,DRIVER-016,Miami,Dallas,277.6,37.93,124.99,574.53,25222,7.4,0.0
2024-12-10,TRUCK-004,DRIVER-002,Seattle,Denver,190.7,27.64,108.1,343.89,21910,3.8,0.0
2024-12-11,TRUCK-015,DRIVER-022,Dallas,Dallas,414.0,48.71,155.04,797.63,25653,10.9,0.0
2024-12-11,TRUCK-010,DRIVER-009,Denver,Seattle,332.4,39.94,130.15,738.32,24614,6.8,0.0
2024-12-12,TRUCK-007,DRIVER-022,Denver,Seattle,239.7,35.49,138.85,588.14,22342,4.4,0.0
2024-12-13,TRUCK-017,DRIVER-006,Miami,Los Angeles,240.3,29.39,106.34,543.48,24988,3.6,0.0
2024-12-14,TRUCK-015,DRIVER-022,Miami,Dallas,340.3,57.86,209.72,818.01,40463,8.4,0.0
2024-12-14,TRUCK-016,DRIVER-024,Houston,Houston,329.5,56.05,212.4,761.76,21963,6.5,0.0
2024-12-15,TRUCK-006,DRIVER-016,Dallas,Seattle,416.9,67.57,252.57,1008.03,23809,9.8,0.0
2024-12-16,TRUCK-020,DRIVER-003,Dallas,New York,126.1,34.0,133.88,299.47,28798,2.0,0.0
2024-12-17,TRUCK-019,DRIVER-006,Houston,Chicago,420.4,87.13,324.21,1113.46,26310,11.8,179.8
2024-12-17,TRUCK-017,DRIVER-026,Phoenix,Los Angeles,357.3,50.45,175.75,941.91,26752,7.7,45.53
2024-12-18,TRUCK-020,DRIVER-026,Houston,Miami,299.5,61.8,237.79,737.76,26554,7.6,0.0
2024-12-19,TRUCK-008,DRIVER-015,Houston,Houston,278.7,37.45,146.03,429.75,18631,4.8,0.0
2024-12-20,TRUCK-005,DRIVER-014,Los Angeles,Atlanta,312.4,52.07,196.52,638.04,16098,5.3,0.0
2024-12-20,TRUCK-013,DRIVER-007,Houston,Denver,418.9,52.49,207.91,1112.91,29921,9.5,0.0
2024-12-21,TRUCK-009,DRIVER-002,Houston,Houston,185.4,26.97,113.73,497.72,30337,3.1,0.0
2024-12-22,TRUCK-020,DRIVER-001,Los Angeles,Denver,253.9,49.25,167.51,664.88,28280,4.1,0.0
2024-12-22,TRUCK-012,DRIVER-019,Miami,Seattle,297.7,49.67,194.53,590.11,30127,5.9,0.0
2024-12-23,TRUCK-004,DRIVER-023,New York,New York,83.0,14.98,52.57,147.52,23930,1.4,0.0
2024-12-24,TRUCK-005,DRIVER-028,Atlanta,Phoenix,167.5,24.15,102.1,404.65,29172,4.6,0.0
2024-12-25,TRUCK-019,DRIVER-020,Los Angeles,Los Angeles,258.3,53.52,205.37,499.92,20727,4.6,0.0
2024-12-25,TRUCK-018,DRIVER-012,New York,New York,434.7,79.16,335.89,1041.16,27114,15.9,0.0
2024-12-26,TRUCK-014,DRIVER-001,Dallas,Houston,194.8,32.05,120.07,423.78,19546,3.1,0.0
2024-12-27,TRUCK-019,DRIVER-029,New York,New York,350.5,82.71,305.75,949.63,25676,7.4,29.83
2024-12-28,TRUCK-011,DRIVER-004,Chicago,Seattle,313.2,48.88,172.46,798.09,22760,7.0,0.0
2024-12-28,TRUCK-010,DRIVER-012,New York,Dallas,292.1,46.66,163.24,693.95,33145,7.5,0.0
2024-12-29,TRUCK-013,DRIVER-020,Los Angeles,Phoenix,381.9,57.63,241.05,747.63,32261,6.9,0.0
2024-12-30,TRUCK-013,DRIVER-025,Seattle,Houston,240.4,38.39,151.73,491.64,17699,6.5,0.0
2024-12-31,TRUCK-019,DRIVER-002,Chicago,Los Angeles,243.4,46.66,177.43,463.7,33880,4.8,0.0
